Ch1_X	Ch1_Y	Ch1_Z	Ch1_phi	Ch1_theta	Ch1_RMS	Ch1_Extra	Ch2_X	Ch2_Y	Ch2_Z	Ch2_phi	Ch2_theta	Ch2_RMS	Ch2_Extra	Ch3_X	Ch3_Y	Ch3_Z	Ch3_phi	Ch3_theta	Ch3_RMS	Ch3_Extra	Ch4_X	Ch4_Y	Ch4_Z	Ch4_phi	Ch4_theta	Ch4_RMS	Ch4_Extra	Ch5_X	Ch5_Y	Ch5_Z	Ch5_phi	Ch5_theta	Ch5_RMS	Ch5_Extra	Ch6_X	Ch6_Y	Ch6_Z	Ch6_phi	Ch6_theta	Ch6_RMS	Ch6_Extra	Ch7_X	Ch7_Y	Ch7_Z	Ch7_phi	Ch7_theta	Ch7_RMS	Ch7_Extra	Ch8_X	Ch8_Y	Ch8_Z	Ch8_phi	Ch8_theta	Ch8_RMS	Ch8_Extra	Ch9_X	Ch9_Y	Ch9_Z	Ch9_phi	Ch9_theta	Ch9_RMS	Ch9_Extra	Ch10_X	Ch10_Y	Ch10_Z	Ch10_phi	Ch10_theta	Ch10_RMS	Ch10_Extra	Ch11_X	Ch11_Y	Ch11_Z	Ch11_phi	Ch11_theta	Ch11_RMS	Ch11_Extra	Ch12_X	Ch12_Y	Ch12_Z	Ch12_phi	Ch12_theta	Ch12_RMS	Ch12_Extra	Ch13_X	Ch13_Y	Ch13_Z	Ch13_phi	Ch13_theta	Ch13_RMS	Ch13_Extra	Ch14_X	Ch14_Y	Ch14_Z	Ch14_phi	Ch14_theta	Ch14_RMS	Ch14_Extra	Ch15_X	Ch15_Y	Ch15_Z	Ch15_phi	Ch15_theta	Ch15_RMS	Ch15_Extra	Ch16_X	Ch16_Y	Ch16_Z	Ch16_phi	Ch16_theta	Ch16_RMS	Ch16_Extra
100.05	-11.29	-77.77	-106.39	74.93	3.32	0.00	124.61	-7.86	33.78	-179.25	25.25	3.90	0.00	12.47	66.37	-9.60	-170.57	-5.95	6.94	0.00	-1.17	-56.93	-7.85	-22.76	18.43	7.23	0.00	121.95	-11.04	-10.10	-38.85	-39.63	5.50	0.00	120.23	-9.87	-34.72	-172.37	5.75	4.51	0.00	347.36	-142.96	-725.84	-173.28	-19.38	53.00	0.00	89.07	9.92	-19.35	61.45	-46.06	5.50	0.00	103.24	-8.71	-24.11	14.08	-15.34	4.45	0.00	87.50	-4.72	-17.08	128.60	9.12	4.17	0.00	-261.70	136.45	-352.31	-165.25	-35.27	5710.32	0.00	79.01	13.96	-19.24	105.68	-11.35	4.54	0.00	79.33	-28.63	-13.31	106.61	3.66	5.06	0.00	71.73	273.61	-755.23	-33.33	-7.42	69.64	0.00	406.31	-56.87	-663.65	112.93	6.29	76.78	0.00	111.15	-5.04	-40.51	-41.41	46.58	3.30	0.00
99.88	-11.21	-77.87	-105.94	74.94	3.19	0.00	124.62	-7.85	33.79	-179.24	25.26	4.20	0.00	12.47	66.37	-9.61	-170.57	-5.94	6.70	0.00	-1.17	-56.92	-7.83	-22.81	18.39	7.00	0.00	121.93	-11.04	-10.11	-38.91	-39.77	5.66	0.00	120.15	-9.80	-34.80	-172.40	5.42	4.28	0.00	347.39	-143.01	-725.80	-173.29	-19.39	73.36	0.00	88.99	9.94	-19.36	61.27	-46.06	5.72	0.00	103.26	-8.66	-24.19	13.74	-15.47	4.22	0.00	87.51	-4.74	-17.11	128.75	9.53	4.13	0.00	-261.67	136.48	-352.32	-165.26	-35.28	6834.04	0.00	78.93	13.98	-19.21	105.71	-11.40	4.64	0.00	79.23	-28.60	-13.34	106.36	3.63	5.10	0.00	71.80	273.60	-755.22	-33.34	-7.42	50.87	0.00	406.33	-56.92	-663.61	112.92	6.29	48.56	0.00	111.11	-5.02	-40.62	-41.38	46.52	3.16	0.00
99.72	-11.11	-78.00	-105.39	74.96	3.56	0.00	124.62	-7.84	33.79	-179.23	25.28	3.76	0.00	12.47	66.38	-9.61	-170.58	-5.93	6.77	0.00	-1.17	-56.92	-7.82	-22.86	18.35	7.21	0.00	121.92	-11.05	-10.14	-39.00	-39.96	5.45	0.00	120.06	-9.71	-34.93	-172.45	5.14	4.49	0.00	347.39	-143.05	-725.77	-173.30	-19.39	46.26	0.00	88.93	9.96	-19.35	61.35	-46.14	5.62	0.00	103.27	-8.58	-24.26	13.18	-15.65	4.31	0.00	87.52	-4.76	-17.13	128.91	9.91	4.03	0.00	-261.66	136.51	-352.32	-165.26	-35.28	7653.97	0.00	78.84	14.01	-19.16	105.80	-11.47	4.88	0.00	79.14	-28.57	-13.36	106.09	3.63	4.80	0.00	71.85	273.59	-755.21	-33.35	-7.41	38.32	0.00	406.34	-56.96	-663.58	112.91	6.28	47.01	0.00	111.05	-5.01	-40.73	-41.23	46.48	3.40	0.00
99.51	-11.00	-78.14	-104.64	74.98	3.22	0.00	124.62	-7.82	33.79	-179.23	25.30	3.50	0.00	12.47	66.39	-9.62	-170.58	-5.92	6.92	0.00	-1.18	-56.91	-7.81	-22.92	18.32	7.30	0.00	121.90	-11.07	-10.19	-39.12	-40.23	5.56	0.00	119.94	-9.62	-35.14	-172.52	4.99	4.51	0.00	347.38	-143.08	-725.74	-173.30	-19.39	32.81	0.00	88.88	9.98	-19.33	61.72	-46.34	5.45	0.00	103.26	-8.50	-24.33	12.47	-15.93	4.85	0.00	87.53	-4.75	-17.13	129.05	10.25	4.15	0.00	-261.65	136.54	-352.31	-165.27	-35.28	8516.88	0.00	78.74	14.04	-19.09	105.98	-11.62	4.75	0.00	79.06	-28.51	-13.36	105.79	3.69	4.94	0.00	71.88	273.58	-755.20	-33.35	-7.41	54.28	0.00	406.34	-57.00	-663.56	112.91	6.28	78.71	0.00	110.95	-5.01	-40.86	-40.93	46.46	3.55	0.00
99.20	-10.90	-78.29	-103.60	75.02	2.82	0.00	124.63	-7.81	33.79	-179.23	25.32	3.81	0.00	12.47	66.39	-9.63	-170.58	-5.91	6.57	0.00	-1.18	-56.91	-7.80	-22.97	18.27	6.86	0.00	121.86	-11.10	-10.27	-39.28	-40.57	5.75	0.00	119.80	-9.53	-35.41	-172.62	4.96	4.49	0.00	347.34	-143.11	-725.73	-173.31	-19.39	63.19	0.00	88.83	10.01	-19.28	62.33	-46.73	5.49	0.00	103.25	-8.44	-24.39	11.74	-16.32	4.52	0.00	87.55	-4.74	-17.11	129.19	10.59	3.98	0.00	-261.66	136.57	-352.30	-165.27	-35.28	9516.75	0.00	78.64	14.08	-19.00	106.27	-11.85	4.71	0.00	78.99	-28.42	-13.34	105.44	3.82	4.99	0.00	71.88	273.58	-755.19	-33.36	-7.41	52.98	0.00	406.31	-57.04	-663.55	112.90	6.28	68.06	0.00	110.82	-5.03	-41.00	-40.50	46.46	3.49	0.00
98.80	-10.83	-78.46	-102.34	75.06	2.97	0.00	124.63	-7.80	33.79	-179.24	25.35	3.72	0.00	12.46	66.40	-9.64	-170.59	-5.90	6.64	0.00	-1.18	-56.91	-7.80	-23.02	18.23	7.10	0.00	121.82	-11.15	-10.36	-39.48	-40.95	5.56	0.00	119.64	-9.46	-35.71	-172.76	4.96	4.83	0.00	347.30	-143.14	-725.73	-173.31	-19.39	48.07	0.00	88.78	10.03	-19.23	63.09	-47.31	5.50	0.00	103.27	-8.41	-24.44	11.06	-16.76	4.43	0.00	87.56	-4.72	-17.08	129.31	10.96	4.10	0.00	-261.67	136.59	-352.28	-165.27	-35.28	10282.58	0.00	78.54	14.09	-18.90	106.68	-12.12	4.97	0.00	78.93	-28.31	-13.31	105.01	4.03	4.54	0.00	71.86	273.57	-755.18	-33.36	-7.41	49.96	0.00	406.28	-57.07	-663.55	112.90	6.28	44.78	0.00	110.69	-5.05	-41.15	-39.97	46.47	3.26	0.00
98.37	-10.78	-78.65	-100.95	75.10	3.12	0.00	124.63	-7.80	33.79	-179.25	25.39	3.75	0.00	12.46	66.40	-9.64	-170.59	-5.90	7.14	0.00	-1.18	-56.90	-7.79	-23.08	18.19	7.24	0.00	121.79	-11.21	-10.44	-39.73	-41.33	5.59	0.00	119.48	-9.40	-36.02	-172.93	4.96	4.53	0.00	347.24	-143.17	-725.73	-173.31	-19.39	60.76	0.00	88.77	10.07	-19.17	63.93	-48.02	5.65	0.00	103.31	-8.42	-24.47	10.48	-17.18	4.42	0.00	87.60	-4.71	-17.03	129.42	11.38	4.21	0.00	-261.69	136.61	-352.26	-165.28	-35.28	11169.35	0.00	78.47	14.10	-18.81	107.16	-12.35	4.55	0.00	78.90	-28.21	-13.28	104.49	4.29	4.74	0.00	71.83	273.56	-755.18	-33.37	-7.41	41.27	0.00	406.23	-57.10	-663.55	112.90	6.28	36.70	0.00	110.60	-5.07	-41.32	-39.37	46.46	3.26	0.00
97.94	-10.74	-78.86	-99.53	75.11	3.27	0.00	124.63	-7.79	33.79	-179.26	25.42	4.06	0.00	12.46	66.41	-9.65	-170.60	-5.89	7.08	0.00	-1.18	-56.90	-7.78	-23.13	18.15	7.14	0.00	121.77	-11.28	-10.53	-40.00	-41.70	5.75	0.00	119.32	-9.36	-36.34	-173.13	5.02	4.33	0.00	347.17	-143.19	-725.74	-173.32	-19.38	40.26	0.00	88.79	10.10	-19.12	64.81	-48.71	5.70	0.00	103.36	-8.45	-24.52	10.00	-17.50	4.19	0.00	87.66	-4.72	-16.99	129.53	11.84	3.91	0.00	-261.72	136.63	-352.24	-165.28	-35.27	11928.86	0.00	78.43	14.10	-18.74	107.67	-12.45	4.75	0.00	78.89	-28.15	-13.24	103.92	4.55	4.79	0.00	71.78	273.55	-755.18	-33.37	-7.42	53.75	0.00	406.17	-57.13	-663.57	112.89	6.28	38.82	0.00	110.51	-5.09	-41.49	-38.70	46.43	3.53	0.00
97.53	-10.68	-79.08	-98.10	75.10	3.24	0.00	124.64	-7.78	33.79	-179.28	25.47	3.91	0.00	12.45	66.42	-9.66	-170.60	-5.89	6.75	0.00	-1.18	-56.90	-7.77	-23.19	18.10	7.35	0.00	121.75	-11.35	-10.61	-40.30	-42.07	5.65	0.00	119.17	-9.35	-36.68	-173.38	5.27	4.60	0.00	347.10	-143.22	-725.75	-173.32	-19.38	36.49	0.00	88.85	10.14	-19.09	65.73	-49.24	5.78	0.00	103.39	-8.50	-24.61	9.62	-17.74	4.36	0.00	87.75	-4.73	-16.98	129.62	12.31	4.13	0.00	-261.76	136.64	-352.21	-165.28	-35.27	12223.11	0.00	78.42	14.09	-18.69	108.13	-12.39	5.06	0.00	78.88	-28.12	-13.22	103.34	4.72	4.48	0.00	71.73	273.53	-755.19	-33.37	-7.42	39.84	0.00	406.10	-57.15	-663.59	112.89	6.28	52.97	0.00	110.42	-5.11	-41.68	-37.95	46.37	3.23	0.00
97.13	-10.61	-79.32	-96.62	75.06	3.28	0.00	124.64	-7.78	33.79	-179.30	25.51	3.76	0.00	12.45	66.42	-9.67	-170.61	-5.88	6.78	0.00	-1.19	-56.90	-7.76	-23.24	18.06	7.09	0.00	121.74	-11.43	-10.69	-40.60	-42.43	5.72	0.00	119.05	-9.37	-37.06	-173.71	5.76	4.42	0.00	347.02	-143.25	-725.76	-173.32	-19.37	28.84	0.00	88.91	10.16	-19.09	66.63	-49.54	5.91	0.00	103.38	-8.55	-24.74	9.35	-17.93	4.09	0.00	87.84	-4.74	-16.99	129.64	12.79	4.21	0.00	-261.80	136.65	-352.19	-165.28	-35.26	12111.03	0.00	78.43	14.08	-18.66	108.52	-12.22	4.74	0.00	78.86	-28.12	-13.20	102.80	4.75	4.87	0.00	71.66	273.51	-755.19	-33.38	-7.42	45.15	0.00	406.03	-57.18	-663.61	112.89	6.28	49.74	0.00	110.31	-5.13	-41.88	-37.12	46.28	2.86	0.00
96.72	-10.53	-79.57	-95.07	74.98	3.53	0.00	124.64	-7.78	33.79	-179.32	25.56	4.13	0.00	12.44	66.43	-9.67	-170.62	-5.88	6.98	0.00	-1.19	-56.90	-7.75	-23.29	18.02	6.91	0.00	121.72	-11.51	-10.79	-40.92	-42.81	5.88	0.00	118.94	-9.41	-37.46	-174.11	6.38	4.35	0.00	346.94	-143.28	-725.78	-173.32	-19.37	52.21	0.00	88.95	10.17	-19.11	67.46	-49.62	6.00	0.00	103.33	-8.60	-24.91	9.25	-18.14	4.19	0.00	87.92	-4.73	-17.02	129.59	13.30	3.89	0.00	-261.83	136.65	-352.16	-165.28	-35.26	11985.66	0.00	78.43	14.08	-18.65	108.82	-11.98	4.81	0.00	78.84	-28.13	-13.18	102.32	4.63	4.95	0.00	71.59	273.49	-755.20	-33.38	-7.42	52.70	0.00	405.96	-57.21	-663.63	112.88	6.28	56.28	0.00	110.19	-5.13	-42.09	-36.26	46.17	3.24	0.00
96.28	-10.47	-79.82	-93.47	74.87	3.55	0.00	124.64	-7.77	33.78	-179.35	25.61	3.94	0.00	12.44	66.43	-9.68	-170.62	-5.87	6.80	0.00	-1.19	-56.90	-7.75	-23.35	17.97	7.14	0.00	121.69	-11.58	-10.89	-41.23	-43.17	5.87	0.00	118.84	-9.46	-37.86	-174.57	6.88	4.22	0.00	346.87	-143.31	-725.79	-173.32	-19.36	67.35	0.00	88.97	10.16	-19.16	68.14	-49.57	6.12	0.00	103.26	-8.65	-25.09	9.32	-18.41	4.70	0.00	87.97	-4.71	-17.08	129.47	13.84	3.75	0.00	-261.87	136.64	-352.14	-165.28	-35.25	12117.68	0.00	78.43	14.09	-18.64	109.01	-11.71	4.65	0.00	78.80	-28.13	-13.16	101.90	4.38	4.80	0.00	71.52	273.46	-755.21	-33.38	-7.43	37.67	0.00	405.89	-57.24	-663.66	112.88	6.28	56.15	0.00	110.09	-5.14	-42.31	-35.39	46.04	3.62	0.00
95.83	-10.44	-80.09	-91.86	74.75	3.29	0.00	124.64	-7.77	33.78	-179.37	25.66	3.63	0.00	12.43	66.44	-9.69	-170.63	-5.87	6.74	0.00	-1.19	-56.90	-7.74	-23.40	17.93	7.24	0.00	121.67	-11.64	-10.99	-41.54	-43.52	5.70	0.00	118.73	-9.52	-38.26	-175.02	7.10	4.07	0.00	346.80	-143.34	-725.81	-173.32	-19.36	65.99	0.00	88.97	10.17	-19.23	68.64	-49.44	5.89	0.00	103.19	-8.70	-25.28	9.54	-18.74	4.39	0.00	88.00	-4.70	-17.15	129.30	14.40	3.77	0.00	-261.91	136.63	-352.12	-165.28	-35.25	12132.33	0.00	78.41	14.10	-18.64	109.11	-11.37	4.78	0.00	78.77	-28.12	-13.16	101.53	4.06	5.04	0.00	71.46	273.43	-755.23	-33.38	-7.43	43.32	0.00	405.83	-57.27	-663.68	112.88	6.28	34.47	0.00	109.99	-5.16	-42.53	-34.55	45.90	3.60	0.00
95.36	-10.43	-80.36	-90.28	74.62	3.33	0.00	124.64	-7.77	33.78	-179.39	25.71	3.98	0.00	12.43	66.45	-9.70	-170.64	-5.86	6.91	0.00	-1.19	-56.89	-7.73	-23.45	17.89	7.17	0.00	121.66	-11.69	-11.09	-41.82	-43.84	5.62	0.00	118.61	-9.58	-38.66	-175.41	7.07	4.46	0.00	346.75	-143.38	-725.82	-173.32	-19.36	60.76	0.00	88.96	10.18	-19.32	68.98	-49.23	5.77	0.00	103.12	-8.74	-25.46	9.80	-19.11	4.23	0.00	88.00	-4.70	-17.24	129.10	14.95	3.97	0.00	-261.94	136.62	-352.11	-165.28	-35.24	12146.65	0.00	78.40	14.12	-18.64	109.13	-10.94	5.07	0.00	78.72	-28.10	-13.18	101.21	3.72	5.09	0.00	71.40	273.39	-755.24	-33.38	-7.43	40.78	0.00	405.78	-57.30	-663.69	112.88	6.28	42.49	0.00	109.90	-5.19	-42.76	-33.72	45.74	3.33	0.00
94.88	-10.42	-80.63	-88.74	74.47	3.65	0.00	124.65	-7.77	33.77	-179.42	25.76	3.97	0.00	12.43	66.45	-9.71	-170.64	-5.86	6.54	0.00	-1.20	-56.89	-7.73	-23.50	17.85	7.14	0.00	121.68	-11.73	-11.20	-42.08	-44.15	5.66	0.00	118.48	-9.64	-39.07	-175.72	6.97	4.46	0.00	346.70	-143.41	-725.82	-173.32	-19.35	45.97	0.00	88.94	10.20	-19.42	69.23	-48.93	5.95	0.00	103.02	-8.77	-25.66	10.05	-19.48	4.02	0.00	87.99	-4.70	-17.35	128.91	15.49	3.89	0.00	-261.97	136.60	-352.10	-165.28	-35.24	11975.64	0.00	78.37	14.14	-18.66	109.10	-10.44	4.51	0.00	78.66	-28.07	-13.21	100.93	3.39	5.01	0.00	71.35	273.35	-755.26	-33.38	-7.43	40.32	0.00	405.74	-57.33	-663.71	112.88	6.28	81.52	0.00	109.78	-5.22	-42.98	-32.92	45.56	3.29	0.00
94.40	-10.40	-80.91	-87.27	74.31	3.61	0.00	124.65	-7.76	33.77	-179.44	25.81	3.77	0.00	12.42	66.46	-9.71	-170.64	-5.85	6.49	0.00	-1.20	-56.89	-7.72	-23.54	17.82	7.35	0.00	121.69	-11.78	-11.31	-42.32	-44.46	5.60	0.00	118.35	-9.70	-39.49	-175.96	7.04	4.27	0.00	346.68	-143.45	-725.82	-173.32	-19.35	58.61	0.00	88.89	10.23	-19.52	69.44	-48.57	5.63	0.00	102.88	-8.79	-25.89	10.23	-19.79	3.92	0.00	87.95	-4.70	-17.48	128.71	16.02	3.82	0.00	-261.99	136.58	-352.10	-165.28	-35.24	12371.23	0.00	78.34	14.16	-18.67	109.05	-9.90	4.40	0.00	78.59	-28.04	-13.26	100.73	3.08	4.88	0.00	71.32	273.30	-755.28	-33.38	-7.43	60.43	0.00	405.72	-57.37	-663.71	112.88	6.27	77.84	0.00	109.65	-5.23	-43.19	-32.17	45.37	3.51	0.00
93.95	-10.37	-81.18	-85.92	74.14	3.35	0.00	124.65	-7.76	33.77	-179.46	25.85	3.98	0.00	12.42	66.46	-9.72	-170.65	-5.84	6.86	0.00	-1.20	-56.89	-7.72	-23.59	17.78	7.15	0.00	121.71	-11.84	-11.44	-42.54	-44.77	5.85	0.00	118.22	-9.75	-39.90	-176.16	7.36	4.45	0.00	346.67	-143.49	-725.81	-173.31	-19.35	60.75	0.00	88.81	10.26	-19.63	69.62	-48.21	5.46	0.00	102.71	-8.78	-26.14	10.35	-20.00	4.28	0.00	87.90	-4.69	-17.62	128.52	16.57	3.96	0.00	-262.00	136.55	-352.11	-165.27	-35.23	13018.65	0.00	78.29	14.18	-18.69	109.00	-9.38	4.70	0.00	78.52	-28.02	-13.30	100.60	2.78	5.18	0.00	71.30	273.25	-755.30	-33.38	-7.43	52.28	0.00	405.71	-57.40	-663.71	112.88	6.27	89.27	0.00	109.52	-5.24	-43.40	-31.50	45.17	3.42	0.00
93.55	-10.32	-81.42	-84.71	73.96	3.12	0.00	124.65	-7.76	33.76	-179.49	25.90	3.94	0.00	12.41	66.47	-9.73	-170.65	-5.83	6.70	0.00	-1.20	-56.89	-7.71	-23.63	17.75	6.97	0.00	121.72	-11.90	-11.58	-42.74	-45.06	6.10	0.00	118.07	-9.79	-40.31	-176.34	7.83	4.29	0.00	346.69	-143.53	-725.80	-173.31	-19.35	38.18	0.00	88.72	10.28	-19.73	69.74	-47.92	6.01	0.00	102.52	-8.76	-26.38	10.45	-20.05	3.98	0.00	87.82	-4.69	-17.78	128.33	17.17	3.76	0.00	-262.00	136.52	-352.13	-165.27	-35.23	13355.97	0.00	78.22	14.21	-18.70	108.94	-8.89	4.63	0.00	78.44	-28.00	-13.34	100.55	2.47	5.42	0.00	71.30	273.20	-755.32	-33.38	-7.42	38.82	0.00	405.72	-57.43	-663.70	112.89	6.26	75.76	0.00	109.42	-5.23	-43.59	-30.93	44.96	3.23	0.00
93.20	-10.27	-81.63	-83.64	73.79	3.26	0.00	124.65	-7.76	33.76	-179.51	25.94	3.76	0.00	12.41	66.47	-9.74	-170.65	-5.82	6.79	0.00	-1.21	-56.88	-7.71	-23.67	17.72	7.17	0.00	121.71	-11.96	-11.73	-42.94	-45.33	6.04	0.00	117.89	-9.83	-40.69	-176.49	8.27	4.30	0.00	346.72	-143.57	-725.77	-173.30	-19.35	62.30	0.00	88.63	10.30	-19.83	69.79	-47.68	5.97	0.00	102.37	-8.75	-26.58	10.55	-19.95	3.76	0.00	87.73	-4.69	-17.96	128.16	17.82	3.72	0.00	-261.99	136.49	-352.15	-165.26	-35.24	13453.83	0.00	78.15	14.24	-18.72	108.85	-8.44	4.39	0.00	78.35	-27.99	-13.38	100.57	2.14	4.92	0.00	71.32	273.15	-755.35	-33.38	-7.42	59.22	0.00	405.75	-57.47	-663.69	112.89	6.26	43.87	0.00	109.36	-5.22	-43.76	-30.47	44.76	3.07	0.00
92.87	-10.22	-81.81	-82.70	73.65	3.75	0.00	124.65	-7.76	33.76	-179.52	25.97	4.00	0.00	12.41	66.48	-9.75	-170.64	-5.80	6.90	0.00	-1.21	-56.88	-7.71	-23.71	17.70	7.18	0.00	121.71	-12.01	-11.89	-43.12	-45.57	5.98	0.00	117.73	-9.86	-41.03	-176.61	8.57	4.33	0.00	346.78	-143.61	-725.74	-173.30	-19.35	57.15	0.00	88.55	10.32	-19.93	69.76	-47.43	5.48	0.00	102.24	-8.75	-26.74	10.66	-19.74	3.98	0.00	87.63	-4.70	-18.14	128.02	18.47	3.61	0.00	-261.97	136.45	-352.19	-165.25	-35.24	13541.06	0.00	78.07	14.27	-18.73	108.71	-7.99	4.35	0.00	78.26	-27.97	-13.43	100.63	1.80	5.08	0.00	71.36	273.09	-755.37	-33.37	-7.41	54.24	0.00	405.80	-57.50	-663.66	112.89	6.25	44.01	0.00	109.32	-5.20	-43.91	-30.09	44.57	3.27	0.00
92.55	-10.18	-81.96	-81.88	73.53	3.67	0.00	124.65	-7.76	33.76	-179.54	26.00	3.86	0.00	12.41	66.48	-9.76	-170.64	-5.79	6.73	0.00	-1.21	-56.87	-7.71	-23.74	17.68	7.43	0.00	121.71	-12.04	-12.05	-43.28	-45.80	5.83	0.00	117.61	-9.88	-41.31	-176.70	8.77	4.07	0.00	346.86	-143.65	-725.70	-173.29	-19.36	33.22	0.00	88.46	10.35	-20.03	69.67	-47.12	5.56	0.00	102.12	-8.74	-26.87	10.78	-19.51	4.07	0.00	87.52	-4.71	-18.32	127.92	19.08	3.56	0.00	-261.94	136.41	-352.23	-165.25	-35.24	13802.73	0.00	77.99	14.30	-18.75	108.55	-7.54	4.51	0.00	78.16	-27.97	-13.48	100.73	1.47	5.37	0.00	71.42	273.04	-755.39	-33.37	-7.41	44.45	0.00	405.87	-57.52	-663.62	112.89	6.25	48.02	0.00	109.28	-5.19	-44.04	-29.80	44.39	3.48	0.00
92.26	-10.14	-82.08	-81.21	73.44	3.30	0.00	124.65	-7.76	33.75	-179.56	26.03	3.66	0.00	12.41	66.48	-9.77	-170.63	-5.78	6.91	0.00	-1.21	-56.87	-7.71	-23.77	17.66	7.28	0.00	121.73	-12.05	-12.19	-43.43	-46.02	5.93	0.00	117.54	-9.90	-41.52	-176.76	8.95	4.34	0.00	346.96	-143.68	-725.66	-173.29	-19.36	48.58	0.00	88.37	10.40	-20.13	69.58	-46.80	5.54	0.00	101.99	-8.73	-27.00	10.93	-19.34	4.28	0.00	87.39	-4.71	-18.49	127.86	19.59	3.69	0.00	-261.90	136.37	-352.28	-165.24	-35.25	13825.13	0.00	77.91	14.34	-18.77	108.40	-7.11	4.30	0.00	78.05	-27.96	-13.55	100.86	1.17	4.97	0.00	71.50	272.99	-755.42	-33.37	-7.40	45.81	0.00	405.95	-57.55	-663.58	112.90	6.24	50.20	0.00	109.20	-5.15	-44.14	-29.59	44.22	3.20	0.00
92.02	-10.12	-82.18	-80.72	73.37	3.36	0.00	124.65	-7.75	33.75	-179.57	26.06	3.89	0.00	12.40	66.49	-9.78	-170.62	-5.76	6.83	0.00	-1.21	-56.86	-7.71	-23.80	17.65	7.00	0.00	121.76	-12.06	-12.32	-43.57	-46.22	6.04	0.00	117.52	-9.91	-41.65	-176.81	9.15	4.41	0.00	347.08	-143.71	-725.61	-173.28	-19.37	54.18	0.00	88.27	10.47	-20.21	69.49	-46.57	5.57	0.00	101.84	-8.69	-27.12	11.09	-19.21	4.13	0.00	87.25	-4.70	-18.65	127.82	19.98	3.53	0.00	-261.85	136.33	-352.33	-165.23	-35.25	13790.16	0.00	77.85	14.38	-18.79	108.27	-6.74	4.46	0.00	77.94	-27.95	-13.61	100.99	0.93	5.01	0.00	71.59	272.93	-755.44	-33.36	-7.39	46.53	0.00	406.06	-57.57	-663.53	112.90	6.23	76.59	0.00	109.11	-5.11	-44.21	-29.47	44.06	3.21	0.00
91.86	-10.10	-82.26	-80.42	73.33	3.38	0.00	124.65	-7.75	33.75	-179.58	26.08	3.90	0.00	12.40	66.49	-9.78	-170.61	-5.75	6.72	0.00	-1.21	-56.86	-7.71	-23.82	17.64	7.30	0.00	121.79	-12.06	-12.43	-43.69	-46.39	5.82	0.00	117.49	-9.89	-41.72	-176.86	9.34	4.26	0.00	347.22	-143.74	-725.55	-173.28	-19.38	48.04	0.00	88.16	10.54	-20.28	69.42	-46.49	5.96	0.00	101.69	-8.64	-27.21	11.23	-19.10	4.07	0.00	87.12	-4.68	-18.78	127.83	20.26	3.41	0.00	-261.80	136.29	-352.40	-165.22	-35.26	13998.85	0.00	77.79	14.43	-18.82	108.16	-6.45	4.62	0.00	77.83	-27.94	-13.68	101.10	0.74	5.13	0.00	71.70	272.89	-755.46	-33.36	-7.38	73.64	0.00	406.18	-57.58	-663.47	112.91	6.22	91.21	0.00	109.03	-5.07	-44.26	-29.43	43.92	3.36	0.00
91.77	-10.10	-82.31	-80.29	73.31	3.44	0.00	124.65	-7.75	33.75	-179.59	26.10	3.89	0.00	12.40	66.50	-9.79	-170.60	-5.73	6.92	0.00	-1.22	-56.85	-7.72	-23.84	17.63	7.08	0.00	121.81	-12.08	-12.53	-43.79	-46.53	6.02	0.00	117.43	-9.87	-41.77	-176.89	9.45	4.22	0.00	347.37	-143.75	-725.49	-173.27	-19.39	38.15	0.00	88.06	10.60	-20.31	69.35	-46.52	5.80	0.00	101.58	-8.58	-27.25	11.36	-18.99	4.23	0.00	87.01	-4.66	-18.88	127.87	20.46	3.37	0.00	-261.73	136.25	-352.46	-165.21	-35.27	13816.89	0.00	77.74	14.47	-18.85	108.06	-6.26	4.15	0.00	77.73	-27.93	-13.74	101.21	0.57	5.26	0.00	71.82	272.84	-755.48	-33.35	-7.37	53.78	0.00	406.32	-57.59	-663.40	112.91	6.22	61.81	0.00	108.97	-5.04	-44.27	-29.45	43.81	3.31	0.00
91.74	-10.08	-82.33	-80.27	73.29	3.45	0.00	124.66	-7.76	33.75	-179.60	26.11	4.10	0.00	12.40	66.50	-9.80	-170.58	-5.72	6.89	0.00	-1.22	-56.85	-7.72	-23.86	17.63	7.08	0.00	121.83	-12.10	-12.62	-43.89	-46.63	6.06	0.00	117.34	-9.86	-41.81	-176.92	9.44	4.04	0.00	347.54	-143.77	-725.42	-173.26	-19.40	49.50	0.00	87.97	10.65	-20.32	69.27	-46.53	5.32	0.00	101.52	-8.54	-27.25	11.48	-18.91	4.11	0.00	86.93	-4.64	-18.95	127.93	20.58	3.44	0.00	-261.66	136.21	-352.53	-165.20	-35.28	13355.31	0.00	77.68	14.51	-18.88	107.99	-6.15	4.27	0.00	77.64	-27.92	-13.78	101.31	0.43	5.46	0.00	71.96	272.80	-755.49	-33.35	-7.36	40.80	0.00	406.46	-57.60	-663.33	112.92	6.21	80.90	0.00	108.96	-5.00	-44.27	-29.47	43.72	3.45	0.00
