Ch1_X	Ch1_Y	Ch1_Z	Ch1_phi	Ch1_theta	Ch1_RMS	Ch1_Extra	Ch2_X	Ch2_Y	Ch2_Z	Ch2_phi	Ch2_theta	Ch2_RMS	Ch2_Extra	Ch3_X	Ch3_Y	Ch3_Z	Ch3_phi	Ch3_theta	Ch3_RMS	Ch3_Extra	Ch4_X	Ch4_Y	Ch4_Z	Ch4_phi	Ch4_theta	Ch4_RMS	Ch4_Extra	Ch5_X	Ch5_Y	Ch5_Z	Ch5_phi	Ch5_theta	Ch5_RMS	Ch5_Extra	Ch6_X	Ch6_Y	Ch6_Z	Ch6_phi	Ch6_theta	Ch6_RMS	Ch6_Extra	Ch7_X	Ch7_Y	Ch7_Z	Ch7_phi	Ch7_theta	Ch7_RMS	Ch7_Extra	Ch8_X	Ch8_Y	Ch8_Z	Ch8_phi	Ch8_theta	Ch8_RMS	Ch8_Extra	Ch9_X	Ch9_Y	Ch9_Z	Ch9_phi	Ch9_theta	Ch9_RMS	Ch9_Extra	Ch10_X	Ch10_Y	Ch10_Z	Ch10_phi	Ch10_theta	Ch10_RMS	Ch10_Extra	Ch11_X	Ch11_Y	Ch11_Z	Ch11_phi	Ch11_theta	Ch11_RMS	Ch11_Extra	Ch12_X	Ch12_Y	Ch12_Z	Ch12_phi	Ch12_theta	Ch12_RMS	Ch12_Extra	Ch13_X	Ch13_Y	Ch13_Z	Ch13_phi	Ch13_theta	Ch13_RMS	Ch13_Extra	Ch14_X	Ch14_Y	Ch14_Z	Ch14_phi	Ch14_theta	Ch14_RMS	Ch14_Extra	Ch15_X	Ch15_Y	Ch15_Z	Ch15_phi	Ch15_theta	Ch15_RMS	Ch15_Extra	Ch16_X	Ch16_Y	Ch16_Z	Ch16_phi	Ch16_theta	Ch16_RMS	Ch16_Extra
102.09	-11.02	-78.87	-106.45	74.33	3.33	0.00	124.42	-8.69	33.06	179.75	26.86	4.13	0.00	12.15	66.24	-8.95	-170.71	-7.41	6.38	0.00	-1.03	-57.20	-8.56	-21.02	20.36	7.05	0.00	124.56	-11.03	-16.64	-43.75	-46.24	5.80	0.00	122.49	-10.45	-36.20	-174.11	12.38	3.95	0.00	368.67	-138.80	-715.72	-172.94	-20.94	66.51	0.00	91.37	10.04	-17.93	58.51	-48.94	5.86	0.00	110.15	-7.59	-20.93	14.82	-2.80	5.05	0.00	93.69	-4.82	-14.51	140.07	12.72	4.13	0.00	-251.72	137.54	-358.91	-164.68	-36.79	12944.35	0.00	81.44	13.10	-18.43	121.68	-16.58	5.18	0.00	82.76	-29.44	-12.91	103.16	8.78	4.09	0.00	-179.58	111.90	-725.16	-9.59	6.20	55.36	0.00	425.47	-52.43	-651.94	113.36	5.68	69.89	0.00	112.16	-4.38	-41.54	-41.12	47.37	3.14	0.00
102.26	-11.03	-78.84	-106.74	74.31	2.90	0.00	124.41	-8.69	33.06	179.75	26.88	3.92	0.00	12.15	66.24	-8.94	-170.72	-7.43	6.91	0.00	-1.04	-57.21	-8.57	-21.01	20.37	7.00	0.00	124.62	-10.94	-16.71	-43.66	-46.25	5.58	0.00	122.58	-10.44	-36.17	-174.06	12.69	3.88	0.00	368.50	-138.69	-715.79	-172.94	-20.93	57.64	0.00	91.31	10.05	-17.91	58.64	-49.45	5.94	0.00	109.97	-7.59	-21.06	15.63	-4.56	4.72	0.00	93.55	-4.74	-14.34	139.95	12.17	4.35	0.00	-251.85	137.55	-358.84	-164.69	-36.78	12543.75	0.00	81.44	13.10	-18.42	121.47	-16.53	5.06	0.00	82.77	-29.44	-12.96	103.17	9.24	4.12	0.00	-179.77	111.96	-725.10	-9.59	6.19	47.73	0.00	425.31	-52.33	-652.01	113.36	5.69	63.19	0.00	112.17	-4.39	-41.54	-41.19	47.43	3.21	0.00
102.41	-11.06	-78.82	-107.00	74.31	3.24	0.00	124.41	-8.69	33.05	179.74	26.90	3.88	0.00	12.15	66.23	-8.94	-170.73	-7.44	6.81	0.00	-1.04	-57.21	-8.57	-21.00	20.38	7.05	0.00	124.65	-10.82	-16.78	-43.61	-46.36	5.66	0.00	122.67	-10.44	-36.14	-174.03	12.97	3.89	0.00	368.35	-138.59	-715.85	-172.93	-20.92	77.46	0.00	91.26	10.07	-17.90	58.91	-49.95	6.24	0.00	109.77	-7.56	-21.21	16.37	-6.08	4.77	0.00	93.38	-4.67	-14.20	139.74	11.62	4.13	0.00	-251.97	137.56	-358.78	-164.69	-36.77	12414.64	0.00	81.44	13.09	-18.41	121.20	-16.45	5.27	0.00	82.75	-29.44	-13.00	103.12	9.70	3.98	0.00	-179.95	112.00	-725.06	-9.58	6.18	24.11	0.00	425.16	-52.23	-652.07	113.37	5.70	52.77	0.00	112.20	-4.38	-41.55	-41.24	47.49	3.52	0.00
102.51	-11.08	-78.80	-107.22	74.31	3.58	0.00	124.41	-8.69	33.05	179.75	26.91	3.78	0.00	12.15	66.23	-8.93	-170.73	-7.45	6.43	0.00	-1.04	-57.21	-8.58	-21.00	20.38	7.26	0.00	124.68	-10.71	-16.83	-43.64	-46.57	5.74	0.00	122.75	-10.42	-36.12	-173.99	13.16	3.86	0.00	368.22	-138.52	-715.90	-172.93	-20.91	67.02	0.00	91.21	10.08	-17.89	59.28	-50.44	6.04	0.00	109.53	-7.53	-21.36	17.07	-7.38	4.71	0.00	93.18	-4.63	-14.09	139.46	11.10	4.03	0.00	-252.08	137.55	-358.73	-164.68	-36.77	12126.03	0.00	81.42	13.09	-18.40	120.89	-16.32	5.20	0.00	82.72	-29.43	-13.03	103.00	10.13	4.02	0.00	-180.10	112.02	-725.02	-9.58	6.17	62.08	0.00	425.03	-52.15	-652.13	113.37	5.71	56.41	0.00	112.22	-4.38	-41.55	-41.25	47.56	3.30	0.00
102.59	-11.07	-78.79	-107.39	74.31	3.06	0.00	124.42	-8.68	33.05	179.76	26.90	3.64	0.00	12.15	66.23	-8.93	-170.74	-7.46	6.86	0.00	-1.04	-57.22	-8.58	-21.01	20.39	7.33	0.00	124.68	-10.60	-16.88	-43.74	-46.86	5.74	0.00	122.78	-10.40	-36.12	-173.95	13.29	3.96	0.00	368.10	-138.46	-715.95	-172.93	-20.91	51.68	0.00	91.18	10.08	-17.87	59.72	-50.90	6.50	0.00	109.27	-7.49	-21.50	17.73	-8.59	4.51	0.00	92.97	-4.60	-14.01	139.13	10.67	4.04	0.00	-252.18	137.53	-358.69	-164.68	-36.76	12119.36	0.00	81.39	13.09	-18.40	120.54	-16.17	5.13	0.00	82.67	-29.40	-13.05	102.87	10.49	4.04	0.00	-180.25	112.03	-724.98	-9.57	6.17	76.79	0.00	424.91	-52.09	-652.17	113.38	5.71	32.88	0.00	112.22	-4.38	-41.55	-41.25	47.61	3.30	0.00
102.64	-11.03	-78.77	-107.53	74.29	2.95	0.00	124.42	-8.67	33.05	179.78	26.89	3.76	0.00	12.15	66.23	-8.93	-170.74	-7.46	6.88	0.00	-1.03	-57.22	-8.58	-21.02	20.39	7.03	0.00	124.70	-10.52	-16.93	-43.91	-47.19	5.76	0.00	122.77	-10.38	-36.15	-173.91	13.43	3.98	0.00	367.99	-138.41	-715.98	-172.92	-20.90	40.66	0.00	91.16	10.09	-17.86	60.15	-51.33	6.63	0.00	109.00	-7.47	-21.64	18.35	-9.77	4.61	0.00	92.75	-4.58	-13.97	138.78	10.37	3.93	0.00	-252.28	137.51	-358.65	-164.68	-36.75	12229.56	0.00	81.37	13.09	-18.39	120.16	-15.98	5.21	0.00	82.62	-29.37	-13.07	102.75	10.78	3.86	0.00	-180.38	112.02	-724.95	-9.56	6.16	42.99	0.00	424.80	-52.04	-652.21	113.38	5.72	36.40	0.00	112.19	-4.37	-41.55	-41.24	47.64	3.33	0.00
102.69	-10.98	-78.76	-107.65	74.26	3.23	0.00	124.42	-8.66	33.05	179.81	26.87	3.80	0.00	12.15	66.23	-8.92	-170.75	-7.46	6.68	0.00	-1.03	-57.21	-8.58	-21.04	20.40	6.80	0.00	124.72	-10.48	-16.96	-44.15	-47.54	5.52	0.00	122.75	-10.35	-36.17	-173.89	13.59	4.04	0.00	367.89	-138.39	-716.01	-172.92	-20.89	37.41	0.00	91.15	10.10	-17.84	60.56	-51.68	6.03	0.00	108.73	-7.45	-21.79	18.89	-10.93	4.47	0.00	92.55	-4.55	-13.95	138.41	10.20	3.99	0.00	-252.37	137.48	-358.62	-164.67	-36.75	12243.63	0.00	81.36	13.10	-18.39	119.75	-15.77	4.94	0.00	82.58	-29.32	-13.09	102.67	10.96	3.90	0.00	-180.51	111.99	-724.93	-9.56	6.15	54.29	0.00	424.70	-52.01	-652.25	113.39	5.72	30.61	0.00	112.16	-4.37	-41.56	-41.23	47.67	3.31	0.00
102.73	-10.94	-78.76	-107.79	74.25	3.43	0.00	124.42	-8.64	33.06	179.84	26.84	3.93	0.00	12.16	66.23	-8.92	-170.75	-7.47	6.58	0.00	-1.03	-57.21	-8.57	-21.06	20.40	7.03	0.00	124.74	-10.47	-16.99	-44.46	-47.92	5.60	0.00	122.75	-10.32	-36.16	-173.89	13.73	4.03	0.00	367.80	-138.38	-716.03	-172.91	-20.89	43.46	0.00	91.12	10.11	-17.84	60.91	-51.93	6.23	0.00	108.48	-7.46	-21.96	19.35	-12.01	4.39	0.00	92.35	-4.52	-13.96	138.01	10.12	4.24	0.00	-252.45	137.43	-358.59	-164.67	-36.74	12142.10	0.00	81.35	13.11	-18.38	119.32	-15.55	4.97	0.00	82.53	-29.27	-13.11	102.62	11.03	4.02	0.00	-180.63	111.94	-724.91	-9.55	6.15	45.83	0.00	424.60	-51.99	-652.28	113.39	5.72	67.12	0.00	112.14	-4.36	-41.58	-41.21	47.69	3.43	0.00
102.75	-10.92	-78.77	-107.92	74.24	3.27	0.00	124.43	-8.62	33.07	179.88	26.81	4.09	0.00	12.16	66.23	-8.92	-170.75	-7.46	6.79	0.00	-1.03	-57.21	-8.57	-21.09	20.40	7.35	0.00	124.75	-10.46	-17.02	-44.85	-48.35	6.04	0.00	122.76	-10.31	-36.12	-173.92	13.77	3.86	0.00	367.72	-138.39	-716.05	-172.90	-20.88	80.69	0.00	91.08	10.12	-17.83	61.20	-52.09	6.20	0.00	108.24	-7.49	-22.13	19.71	-13.01	4.53	0.00	92.15	-4.51	-13.99	137.56	10.08	4.20	0.00	-252.54	137.38	-358.57	-164.66	-36.74	11980.71	0.00	81.34	13.12	-18.38	118.87	-15.33	5.05	0.00	82.48	-29.21	-13.12	102.60	10.93	3.90	0.00	-180.74	111.87	-724.89	-9.55	6.15	66.90	0.00	424.51	-51.99	-652.30	113.40	5.72	69.21	0.00	112.13	-4.33	-41.60	-41.19	47.70	3.31	0.00
102.75	-10.93	-78.79	-108.03	74.25	3.09	0.00	124.43	-8.60	33.08	179.92	26.77	3.92	0.00	12.16	66.23	-8.92	-170.75	-7.46	7.08	0.00	-1.02	-57.21	-8.57	-21.12	20.40	7.01	0.00	124.73	-10.45	-17.04	-45.29	-48.83	5.86	0.00	122.76	-10.30	-36.07	-173.93	13.68	3.88	0.00	367.63	-138.41	-716.06	-172.89	-20.88	70.55	0.00	91.04	10.12	-17.82	61.42	-52.19	5.96	0.00	107.98	-7.51	-22.32	20.01	-13.96	4.57	0.00	91.94	-4.51	-14.03	137.05	10.06	4.08	0.00	-252.62	137.32	-358.55	-164.65	-36.73	12186.64	0.00	81.30	13.13	-18.38	118.41	-15.09	4.86	0.00	82.43	-29.14	-13.10	102.61	10.68	3.89	0.00	-180.86	111.79	-724.87	-9.54	6.14	52.83	0.00	424.43	-52.00	-652.33	113.40	5.71	49.74	0.00	112.13	-4.31	-41.62	-41.16	47.72	3.09	0.00
102.71	-10.94	-78.82	-108.08	74.27	3.36	0.00	124.44	-8.58	33.09	179.96	26.72	3.99	0.00	12.17	66.24	-8.92	-170.75	-7.45	6.85	0.00	-1.02	-57.20	-8.56	-21.16	20.39	6.93	0.00	124.67	-10.43	-17.07	-45.79	-49.32	5.77	0.00	122.73	-10.30	-36.04	-173.93	13.50	3.77	0.00	367.55	-138.44	-716.07	-172.88	-20.87	58.62	0.00	91.00	10.12	-17.80	61.62	-52.30	6.08	0.00	107.70	-7.52	-22.53	20.23	-14.88	4.70	0.00	91.72	-4.53	-14.08	136.49	10.07	4.15	0.00	-252.70	137.25	-358.53	-164.64	-36.72	12412.29	0.00	81.26	13.13	-18.37	117.93	-14.83	4.89	0.00	82.38	-29.06	-13.07	102.66	10.30	3.99	0.00	-180.97	111.69	-724.86	-9.53	6.14	65.02	0.00	424.34	-52.02	-652.36	113.41	5.71	60.18	0.00	112.13	-4.28	-41.63	-41.10	47.73	3.32	0.00
102.63	-10.92	-78.85	-108.03	74.28	3.38	0.00	124.45	-8.55	33.10	-179.99	26.68	4.06	0.00	12.17	66.24	-8.92	-170.75	-7.44	6.71	0.00	-1.02	-57.19	-8.55	-21.21	20.38	7.24	0.00	124.60	-10.41	-17.09	-46.29	-49.81	6.03	0.00	122.66	-10.28	-36.06	-173.94	13.31	3.77	0.00	367.46	-138.49	-716.08	-172.88	-20.86	84.80	0.00	90.97	10.13	-17.78	61.85	-52.43	6.22	0.00	107.43	-7.52	-22.74	20.35	-15.78	4.69	0.00	91.50	-4.56	-14.12	135.90	10.13	4.14	0.00	-252.79	137.18	-358.51	-164.63	-36.72	12590.29	0.00	81.22	13.14	-18.36	117.45	-14.57	4.90	0.00	82.31	-28.97	-13.05	102.70	9.88	4.12	0.00	-181.09	111.57	-724.85	-9.52	6.13	80.34	0.00	424.25	-52.05	-652.38	113.42	5.71	57.05	0.00	112.12	-4.25	-41.64	-41.02	47.72	3.35	0.00
102.50	-10.89	-78.88	-107.83	74.29	3.24	0.00	124.45	-8.53	33.11	-179.95	26.63	3.79	0.00	12.18	66.25	-8.92	-170.75	-7.43	6.75	0.00	-1.01	-57.19	-8.54	-21.26	20.38	7.03	0.00	124.52	-10.40	-17.11	-46.77	-50.28	6.01	0.00	122.57	-10.25	-36.12	-173.99	13.12	4.08	0.00	367.37	-138.55	-716.09	-172.87	-20.86	35.90	0.00	90.95	10.14	-17.77	62.20	-52.57	6.47	0.00	107.16	-7.52	-22.95	20.32	-16.64	4.31	0.00	91.29	-4.59	-14.17	135.31	10.25	4.19	0.00	-252.88	137.09	-358.50	-164.62	-36.71	13127.75	0.00	81.20	13.14	-18.35	116.96	-14.32	5.00	0.00	82.25	-28.89	-13.04	102.71	9.50	4.25	0.00	-181.21	111.45	-724.84	-9.51	6.13	51.35	0.00	424.15	-52.09	-652.41	113.42	5.70	51.27	0.00	112.09	-4.23	-41.65	-40.89	47.70	2.95	0.00
102.31	-10.84	-78.92	-107.47	74.31	3.13	0.00	124.46	-8.50	33.12	-179.90	26.58	3.83	0.00	12.18	66.26	-8.93	-170.75	-7.42	6.66	0.00	-1.01	-57.18	-8.54	-21.31	20.37	7.08	0.00	124.44	-10.42	-17.13	-47.25	-50.76	6.17	0.00	122.47	-10.21	-36.19	-174.09	12.88	3.89	0.00	367.28	-138.61	-716.10	-172.85	-20.85	45.53	0.00	90.93	10.14	-17.76	62.71	-52.67	6.36	0.00	106.92	-7.54	-23.17	20.12	-17.49	4.23	0.00	91.09	-4.62	-14.24	134.71	10.42	4.26	0.00	-252.96	137.00	-358.48	-164.60	-36.70	13641.74	0.00	81.20	13.15	-18.34	116.49	-14.07	4.99	0.00	82.19	-28.82	-13.05	102.66	9.19	4.28	0.00	-181.33	111.31	-724.83	-9.51	6.12	48.83	0.00	424.06	-52.14	-652.44	113.43	5.70	72.96	0.00	112.04	-4.20	-41.68	-40.70	47.67	3.12	0.00
102.07	-10.77	-78.96	-106.97	74.33	3.04	0.00	124.47	-8.47	33.14	-179.86	26.53	4.02	0.00	12.19	66.27	-8.93	-170.74	-7.41	6.60	0.00	-1.00	-57.17	-8.53	-21.37	20.35	7.29	0.00	124.36	-10.45	-17.17	-47.72	-51.26	6.30	0.00	122.38	-10.16	-36.26	-174.21	12.50	3.83	0.00	367.18	-138.69	-716.11	-172.84	-20.84	44.10	0.00	90.92	10.13	-17.76	63.38	-52.69	6.31	0.00	106.69	-7.58	-23.38	19.79	-18.39	4.58	0.00	90.91	-4.65	-14.32	134.12	10.62	4.26	0.00	-253.06	136.91	-358.47	-164.59	-36.69	14003.11	0.00	81.19	13.16	-18.35	116.05	-13.82	4.88	0.00	82.13	-28.76	-13.05	102.53	8.93	4.14	0.00	-181.47	111.16	-724.81	-9.50	6.12	52.55	0.00	423.95	-52.20	-652.47	113.44	5.69	68.87	0.00	111.99	-4.18	-41.72	-40.44	47.65	3.28	0.00
101.84	-10.70	-79.00	-106.42	74.36	3.24	0.00	124.47	-8.45	33.15	-179.82	26.49	3.94	0.00	12.19	66.27	-8.94	-170.74	-7.39	6.67	0.00	-1.00	-57.17	-8.52	-21.43	20.34	6.94	0.00	124.26	-10.50	-17.22	-48.17	-51.75	6.12	0.00	122.28	-10.11	-36.32	-174.28	11.99	4.15	0.00	367.08	-138.77	-716.12	-172.83	-20.83	60.95	0.00	90.92	10.13	-17.76	64.19	-52.64	6.33	0.00	106.45	-7.64	-23.60	19.35	-19.38	4.44	0.00	90.73	-4.67	-14.41	133.54	10.81	4.13	0.00	-253.15	136.81	-358.45	-164.58	-36.68	14198.61	0.00	81.16	13.18	-18.36	115.66	-13.59	4.96	0.00	82.08	-28.70	-13.06	102.37	8.68	4.25	0.00	-181.60	111.00	-724.80	-9.49	6.11	45.96	0.00	423.85	-52.26	-652.50	113.44	5.68	61.93	0.00	111.96	-4.16	-41.78	-40.10	47.63	3.01	0.00
101.62	-10.61	-79.06	-105.87	74.39	3.35	0.00	124.48	-8.42	33.16	-179.78	26.45	4.07	0.00	12.19	66.28	-8.94	-170.73	-7.38	6.69	0.00	-0.99	-57.16	-8.51	-21.49	20.32	7.01	0.00	124.14	-10.56	-17.27	-48.56	-52.16	5.92	0.00	122.17	-10.07	-36.39	-174.26	11.44	4.02	0.00	366.97	-138.85	-716.13	-172.82	-20.83	52.68	0.00	90.91	10.13	-17.76	65.10	-52.57	6.23	0.00	106.18	-7.69	-23.83	18.86	-20.45	4.36	0.00	90.56	-4.67	-14.51	132.96	11.01	4.01	0.00	-253.25	136.70	-358.44	-164.56	-36.67	14899.27	0.00	81.13	13.19	-18.36	115.30	-13.36	4.84	0.00	82.00	-28.63	-13.05	102.18	8.40	4.45	0.00	-181.75	110.84	-724.79	-9.48	6.11	50.41	0.00	423.74	-52.32	-652.54	113.45	5.68	77.26	0.00	111.94	-4.14	-41.83	-39.70	47.62	3.37	0.00
101.39	-10.53	-79.14	-105.29	74.41	3.49	0.00	124.49	-8.40	33.18	-179.74	26.41	4.18	0.00	12.20	66.29	-8.95	-170.73	-7.36	6.61	0.00	-0.99	-57.15	-8.50	-21.56	20.31	7.27	0.00	123.99	-10.63	-17.33	-48.83	-52.48	5.89	0.00	122.02	-10.04	-36.50	-174.18	10.98	3.95	0.00	366.87	-138.94	-716.14	-172.81	-20.82	49.99	0.00	90.90	10.14	-17.76	66.09	-52.53	6.45	0.00	105.91	-7.73	-24.07	18.38	-21.53	4.67	0.00	90.39	-4.66	-14.60	132.38	11.23	4.18	0.00	-253.35	136.59	-358.42	-164.55	-36.66	15749.69	0.00	81.10	13.21	-18.36	114.97	-13.15	4.78	0.00	81.90	-28.55	-13.05	101.97	8.10	4.51	0.00	-181.89	110.67	-724.78	-9.47	6.10	74.76	0.00	423.63	-52.39	-652.58	113.46	5.67	70.82	0.00	111.91	-4.14	-41.90	-39.23	47.60	3.56	0.00
101.10	-10.45	-79.25	-104.61	74.43	3.40	0.00	124.50	-8.38	33.19	-179.70	26.38	3.93	0.00	12.20	66.30	-8.96	-170.72	-7.34	6.80	0.00	-0.98	-57.14	-8.49	-21.63	20.29	6.86	0.00	123.83	-10.70	-17.39	-48.97	-52.73	6.11	0.00	121.81	-10.00	-36.66	-174.09	10.64	4.10	0.00	366.76	-139.03	-716.16	-172.79	-20.81	54.17	0.00	90.87	10.16	-17.77	67.12	-52.48	6.31	0.00	105.63	-7.76	-24.31	17.92	-22.53	4.40	0.00	90.24	-4.62	-14.69	131.83	11.50	4.19	0.00	-253.46	136.48	-358.41	-164.53	-36.65	15859.49	0.00	81.08	13.22	-18.36	114.66	-12.94	4.90	0.00	81.77	-28.47	-13.04	101.75	7.79	4.42	0.00	-182.04	110.49	-724.77	-9.46	6.10	52.45	0.00	423.51	-52.45	-652.62	113.47	5.66	46.62	0.00	111.84	-4.14	-41.96	-38.65	47.59	3.29	0.00
100.72	-10.38	-79.38	-103.74	74.44	3.18	0.00	124.50	-8.35	33.20	-179.67	26.36	3.74	0.00	12.20	66.32	-8.97	-170.71	-7.33	6.91	0.00	-0.98	-57.13	-8.49	-21.70	20.27	6.60	0.00	123.64	-10.76	-17.45	-49.03	-52.98	6.34	0.00	121.57	-9.95	-36.83	-174.03	10.32	4.06	0.00	366.65	-139.12	-716.17	-172.78	-20.80	32.57	0.00	90.83	10.18	-17.78	68.13	-52.36	6.16	0.00	105.38	-7.78	-24.54	17.50	-23.42	4.21	0.00	90.10	-4.58	-14.78	131.30	11.80	3.77	0.00	-253.56	136.36	-358.40	-164.51	-36.64	15918.87	0.00	81.06	13.25	-18.36	114.37	-12.74	4.88	0.00	81.65	-28.40	-13.04	101.54	7.45	4.32	0.00	-182.19	110.31	-724.77	-9.45	6.09	50.21	0.00	423.40	-52.52	-652.66	113.47	5.65	43.65	0.00	111.73	-4.13	-42.03	-37.92	47.60	3.42	0.00
100.25	-10.31	-79.52	-102.69	74.45	3.17	0.00	124.51	-8.33	33.21	-179.64	26.34	4.04	0.00	12.20	66.33	-8.98	-170.70	-7.31	6.73	0.00	-0.97	-57.12	-8.48	-21.77	20.24	6.87	0.00	123.45	-10.81	-17.52	-49.06	-53.23	6.11	0.00	121.31	-9.89	-37.02	-174.03	9.95	3.95	0.00	366.55	-139.21	-716.18	-172.77	-20.79	68.94	0.00	90.79	10.19	-17.79	69.09	-52.09	6.33	0.00	105.15	-7.81	-24.75	17.16	-24.20	4.30	0.00	89.97	-4.54	-14.89	130.82	12.15	3.89	0.00	-253.66	136.25	-358.39	-164.50	-36.63	15784.82	0.00	81.02	13.28	-18.36	114.12	-12.54	5.00	0.00	81.55	-28.34	-13.03	101.37	7.09	4.61	0.00	-182.33	110.12	-724.76	-9.44	6.09	33.82	0.00	423.29	-52.60	-652.69	113.48	5.64	50.98	0.00	111.60	-4.12	-42.10	-37.00	47.65	3.32	0.00
99.76	-10.21	-79.66	-101.53	74.44	3.32	0.00	124.51	-8.31	33.22	-179.62	26.33	4.34	0.00	12.20	66.34	-8.99	-170.69	-7.29	6.72	0.00	-0.97	-57.11	-8.47	-21.84	20.22	7.03	0.00	123.28	-10.86	-17.59	-49.07	-53.36	6.07	0.00	121.06	-9.83	-37.21	-174.06	9.60	3.88	0.00	366.45	-139.31	-716.19	-172.75	-20.78	44.05	0.00	90.76	10.19	-17.80	69.99	-51.71	6.40	0.00	104.95	-7.82	-24.96	16.90	-24.92	3.99	0.00	89.86	-4.51	-15.01	130.39	12.56	4.15	0.00	-253.76	136.13	-358.38	-164.48	-36.62	15343.36	0.00	80.96	13.31	-18.35	113.91	-12.35	4.90	0.00	81.49	-28.29	-13.02	101.25	6.74	4.77	0.00	-182.47	109.94	-724.76	-9.43	6.08	45.53	0.00	423.19	-52.67	-652.73	113.49	5.64	72.52	0.00	111.50	-4.10	-42.19	-35.89	47.73	3.21	0.00
99.30	-10.08	-79.81	-100.33	74.41	3.45	0.00	124.52	-8.29	33.22	-179.59	26.32	4.11	0.00	12.20	66.35	-9.00	-170.68	-7.26	6.82	0.00	-0.96	-57.10	-8.46	-21.91	20.20	7.14	0.00	123.14	-10.91	-17.60	-49.00	-53.20	6.34	0.00	120.82	-9.78	-37.44	-174.13	9.50	3.99	0.00	366.36	-139.41	-716.20	-172.74	-20.77	52.61	0.00	90.73	10.19	-17.81	70.86	-51.30	6.58	0.00	104.76	-7.80	-25.17	16.75	-25.60	3.99	0.00	89.75	-4.49	-15.13	130.01	13.03	3.92	0.00	-253.85	136.01	-358.38	-164.46	-36.61	14944.87	0.00	80.88	13.33	-18.35	113.76	-12.17	4.56	0.00	81.42	-28.26	-13.02	101.12	6.43	4.67	0.00	-182.60	109.75	-724.76	-9.42	6.08	62.39	0.00	423.09	-52.75	-652.76	113.50	5.63	86.03	0.00	111.44	-4.09	-42.28	-34.67	47.82	3.15	0.00
98.87	-9.94	-79.97	-99.07	74.35	3.09	0.00	124.52	-8.27	33.23	-179.57	26.32	3.95	0.00	12.20	66.37	-9.01	-170.66	-7.24	6.86	0.00	-0.96	-57.09	-8.46	-21.99	20.17	7.22	0.00	123.06	-10.98	-17.52	-48.74	-52.65	6.34	0.00	120.60	-9.73	-37.73	-174.25	9.86	4.11	0.00	366.29	-139.51	-716.20	-172.73	-20.77	59.17	0.00	90.69	10.20	-17.82	71.73	-50.99	6.37	0.00	104.57	-7.75	-25.39	16.67	-26.23	4.13	0.00	89.64	-4.47	-15.24	129.66	13.57	3.75	0.00	-253.94	135.89	-358.38	-164.45	-36.60	14303.36	0.00	80.81	13.36	-18.35	113.67	-12.04	4.78	0.00	81.34	-28.23	-13.04	100.89	6.19	4.87	0.00	-182.71	109.57	-724.76	-9.41	6.07	48.98	0.00	423.01	-52.82	-652.78	113.50	5.62	84.05	0.00	111.41	-4.08	-42.40	-33.46	47.87	2.86	0.00
98.42	-9.82	-80.17	-97.67	74.28	3.17	0.00	124.52	-8.25	33.23	-179.55	26.33	4.08	0.00	12.21	66.38	-9.02	-170.65	-7.22	6.66	0.00	-0.96	-57.07	-8.45	-22.06	20.15	7.20	0.00	123.02	-11.06	-17.35	-48.29	-51.79	6.18	0.00	120.37	-9.70	-38.09	-174.43	10.65	4.13	0.00	366.23	-139.61	-716.19	-172.71	-20.76	41.69	0.00	90.64	10.23	-17.83	72.59	-50.82	6.13	0.00	104.38	-7.68	-25.62	16.65	-26.80	4.24	0.00	89.54	-4.45	-15.35	129.34	14.17	3.66	0.00	-254.01	135.78	-358.39	-164.43	-36.59	13801.46	0.00	80.75	13.38	-18.35	113.64	-11.93	4.93	0.00	81.22	-28.21	-13.07	100.53	6.02	4.97	0.00	-182.81	109.38	-724.77	-9.40	6.07	82.40	0.00	422.94	-52.90	-652.80	113.51	5.61	61.85	0.00	111.35	-4.09	-42.53	-32.37	47.83	3.01	0.00
97.89	-9.74	-80.38	-96.05	74.20	3.54	0.00	124.53	-8.24	33.24	-179.54	26.33	3.94	0.00	12.21	66.40	-9.04	-170.63	-7.20	6.51	0.00	-0.95	-57.06	-8.45	-22.13	20.13	7.29	0.00	122.99	-11.14	-17.13	-47.75	-50.90	6.12	0.00	120.15	-9.67	-38.50	-174.66	11.56	4.24	0.00	366.18	-139.71	-716.18	-172.70	-20.76	47.64	0.00	90.58	10.26	-17.84	73.38	-50.74	6.36	0.00	104.18	-7.63	-25.85	16.64	-27.34	4.44	0.00	89.44	-4.43	-15.45	129.04	14.78	3.69	0.00	-254.08	135.66	-358.41	-164.42	-36.59	13336.26	0.00	80.71	13.42	-18.37	113.67	-11.83	4.75	0.00	81.07	-28.20	-13.11	100.10	5.84	4.72	0.00	-182.89	109.20	-724.78	-9.39	6.07	57.49	0.00	422.89	-52.98	-652.81	113.52	5.60	48.77	0.00	111.22	-4.09	-42.66	-31.49	47.67	3.04	0.00
